date,air_pres,wind_dir,wind_speed,tide_level
2023-09-18 17:37:00+09:00,1011.0,174.0,8.2,-25.5379019472894
2023-09-18 17:52:00+09:00,1011.1,186.0,5.8,-24.614304308384092
2023-09-18 18:07:00+09:00,1011.0,179.0,5.4,-23.898424483743344
2023-09-18 18:22:00+09:00,1011.0,178.0,6.7,-25.38543646415425
2023-09-18 18:37:00+09:00,1011.1,171.0,4.7,-24.067523648374774
2023-09-18 18:52:00+09:00,1011.1,176.0,5.5,-24.934674391053363
2023-09-18 19:07:00+09:00,1011.2,175.0,5.1,-23.975407902408822
2023-09-18 19:22:00+09:00,1011.3,179.0,5.4,-25.17735996364495
2023-09-18 19:37:00+09:00,1011.3,183.0,6.9,-27.52768363839871
2023-09-18 19:52:00+09:00,1011.4,177.0,6.3,-25.01324986230635
2023-09-18 20:07:00+09:00,1011.5,183.0,4.8,-28.620662179771863
2023-09-18 20:22:00+09:00,1011.7,192.0,4.0,-29.336124904520744
2023-09-18 20:37:00+09:00,1011.8,194.0,4.6,-31.14522135836552
2023-09-18 20:52:00+09:00,1011.9,185.0,4.2,-33.032666598569946
2023-09-18 21:07:00+09:00,1012.1,195.0,3.6,-32.98209668933117
2023-09-18 21:22:00+09:00,1012.1,213.0,0.9,-32.97594513708349
2023-09-18 21:37:00+09:00,1012.2,215.0,3.2,-34.99543893001754
2023-09-18 21:52:00+09:00,1012.3,212.0,0.6,-36.02072494319669
2023-09-18 22:07:00+09:00,1012.2,201.0,2.2,-36.031115915338134
2023-09-18 22:22:00+09:00,1012.3,252.0,0.2,-41.005427204684935
2023-09-18 22:37:00+09:00,1012.2,269.0,0.8,-38.92236380584225
2023-09-18 22:52:00+09:00,1012.1,212.0,2.2,-41.760913253676506
2023-09-18 23:07:00+09:00,1012.1,267.0,0.4,-42.50070431042056
2023-09-18 23:22:00+09:00,1012.1,221.0,1.8,-46.12230263529307
2023-09-18 23:37:00+09:00,1012.2,323.0,0.2,-46.60743073353823
2023-09-18 23:52:00+09:00,1012.1,259.0,2.4,-47.93911736848942
2023-09-19 00:07:00+09:00,1012.1,247.0,2.4,-50.10179801941798
2023-09-19 00:22:00+09:00,1012.2,43.0,0.3,-50.081399865157834
2023-09-19 00:37:00+09:00,1012.4,0.0,0.0,-52.86544990562435
2023-09-19 00:52:00+09:00,1012.4,0.0,0.0,-52.44324205737846
2023-09-19 01:07:00+09:00,1012.4,3.0,2.7,-53.80608854499462
2023-09-19 01:22:00+09:00,1012.2,10.0,2.4,-51.94766412618145
2023-09-19 01:37:00+09:00,1012.3,10.0,1.3,-56.86443118692308
2023-09-19 01:52:00+09:00,1012.2,358.0,1.6,-56.55611277038777
2023-09-19 02:07:00+09:00,1012.2,5.0,1.6,-55.02616260433246
2023-09-19 02:22:00+09:00,1012.2,5.0,2.4,-56.28216927448536
2023-09-19 02:37:00+09:00,1012.1,12.0,1.9,-56.336128140659696
2023-09-19 02:52:00+09:00,1012.2,4.0,1.5,-55.204520502069435
2023-09-19 03:07:00+09:00,1012.1,16.0,0.9,-55.90815460054678
2023-09-19 03:22:00+09:00,1012.1,22.0,1.5,-54.4717456500245
2023-09-19 03:37:00+09:00,1012.1,356.0,2.3,-55.92323939477755
2023-09-19 03:52:00+09:00,1012.3,5.0,2.0,-54.29291216843168
2023-09-19 04:07:00+09:00,1012.4,12.0,2.4,-52.61230624210249
2023-09-19 04:22:00+09:00,1012.4,341.0,1.5,-50.913078901896625
2023-09-19 04:37:00+09:00,1012.2,357.0,0.6,-49.22585447533379
2023-09-19 04:52:00+09:00,1012.1,10.0,0.5,-47.579168919025605
2023-09-19 05:07:00+09:00,1012.1,323.0,0.9,-46.998586484470536
2023-09-19 05:22:00+09:00,1012.0,319.0,0.5,-43.50604871962535
2023-09-19 05:37:00+09:00,1012.1,348.0,0.8,-42.11949020008808
2023-09-19 05:52:00+09:00,1012.1,0.0,0.0,-40.85272634053776
2023-09-19 06:07:00+09:00,1012.1,331.0,0.9,-38.71559021575729
2023-09-19 06:22:00+09:00,1012.3,10.0,0.7,-35.7142711588568
2023-09-19 06:37:00+09:00,1012.4,26.0,1.5,-34.85179096695379
2023-09-19 06:52:00+09:00,1012.4,19.0,1.5,-34.12854571808337
2023-09-19 07:07:00+09:00,1012.6,342.0,1.7,-32.542843053031476
2023-09-19 07:22:00+09:00,1012.7,0.0,1.5,-31.091375499945823
2023-09-19 07:37:00+09:00,1012.7,11.0,1.6,-29.769588001724976
2023-09-19 07:52:00+09:00,1013.1,0.0,1.7,-27.571919344282556
2023-09-19 08:07:00+09:00,1013.3,353.0,2.6,-26.49191934168219
2023-09-19 08:22:00+09:00,1013.3,344.0,3.7,-26.522263147432987
2023-09-19 08:37:00+09:00,1013.3,358.0,3.3,-23.65469822073161
2023-09-19 08:52:00+09:00,1013.5,354.0,3.3,-22.87996651696975
2023-09-19 09:07:00+09:00,1013.7,357.0,2.3,-23.18774380914945
2023-09-19 09:22:00+09:00,1013.7,26.0,2.0,-23.56663032900091
2023-09-19 09:37:00+09:00,1013.6,342.0,2.2,-21.004213884611993
2023-09-19 09:52:00+09:00,1013.4,355.0,1.9,-22.487210793318066
2023-09-19 10:07:00+09:00,1013.3,36.0,2.5,-21.001674256186675
2023-09-19 10:22:00+09:00,1013.3,47.0,1.6,-22.53324697511237
2023-09-19 10:37:00+09:00,1013.3,168.0,4.2,-22.067427096212928
2023-09-19 10:52:00+09:00,1013.3,168.0,4.1,-20.589815257728567
2023-09-19 11:07:00+09:00,1013.5,172.0,3.5,-22.08631580639334
2023-09-19 11:22:00+09:00,1013.3,164.0,4.2,-22.54327615207879
2023-09-19 11:37:00+09:00,1013.1,167.0,4.6,-23.947562793567354
2023-09-19 11:52:00+09:00,1013.2,163.0,4.2,-21.286588133328806
2023-09-19 12:07:00+09:00,1013.0,170.0,5.2,-23.548315928144028
2023-09-19 12:22:00+09:00,1012.9,166.0,5.0,-23.72128244761494
2023-09-19 12:37:00+09:00,1012.7,164.0,4.7,-24.794673158675167
2023-09-19 12:52:00+09:00,1012.6,168.0,4.7,-24.75849005960591
2023-09-19 13:07:00+09:00,1012.5,171.0,5.2,-25.603832889955335
2023-09-19 13:22:00+09:00,1012.4,173.0,6.2,-27.323299780550215
2023-09-19 13:37:00+09:00,1012.4,169.0,7.1,-27.911491927567358
2023-09-19 13:52:00+09:00,1012.1,168.0,6.8,-25.36558568132036
2023-09-19 14:07:00+09:00,1012.0,163.0,6.3,-29.685917334521157
2023-09-19 14:22:00+09:00,1011.6,170.0,7.2,-25.876513869229584
2023-09-19 14:37:00+09:00,1011.4,166.0,6.2,-27.945499194324498
2023-09-19 14:52:00+09:00,1011.5,169.0,6.7,-27.90531105888731
2023-09-19 15:07:00+09:00,1011.7,163.0,6.3,-28.77267861313326
2023-09-19 15:22:00+09:00,1011.5,169.0,6.4,-26.568332928345612
2023-09-19 15:37:00+09:00,1011.5,169.0,6.2,-28.31644996963403
2023-09-19 15:52:00+09:00,1011.4,156.0,5.4,-28.043854067814337
2023-09-19 16:07:00+09:00,1011.2,164.0,5.4,-25.779036114033826
2023-09-19 16:22:00+09:00,1011.3,160.0,6.1,-25.55106101985155
2023-09-19 16:37:00+09:00,1011.5,172.0,2.3,-22.38845072758994
2023-09-19 16:52:00+09:00,1011.6,190.0,1.6,-23.318130660940316
2023-09-19 17:07:00+09:00,1011.5,7.0,1.5,-23.3645188003811
2023-09-19 17:22:00+09:00,1011.5,86.0,2.2,-22.54881879067872
2023-09-19 17:37:00+09:00,1011.8,97.0,0.9,-19.88855410977447
2023-09-19 17:52:00+09:00,1012.0,53.0,0.9,-21.39735269386793
2023-09-19 18:07:00+09:00,1012.3,344.0,1.5,-23.084964253652142
2023-09-19 18:22:00+09:00,1012.3,42.0,1.8,-20.9574694097465
2023-09-19 18:37:00+09:00,1012.1,38.0,1.1,-22.017623633303685
2023-09-19 18:52:00+09:00,1012.2,350.0,1.1,-20.265271635507908
2023-09-19 19:07:00+09:00,1012.4,31.0,0.8,-20.69776981858772
2023-09-19 19:22:00+09:00,1012.7,277.0,0.5,-22.310364822162228
2023-09-19 19:37:00+09:00,1012.8,10.0,1.3,-20.096493002338896
2023-09-19 19:52:00+09:00,1013.1,357.0,1.1,-24.047985925800383
2023-09-19 20:07:00+09:00,1013.3,20.0,1.3,-23.155187302001238
2023-09-19 20:22:00+09:00,1013.3,83.0,0.5,-23.40700398729448
2023-09-19 20:37:00+09:00,1013.3,0.0,0.0,-26.790925165803813
2023-09-19 20:52:00+09:00,1013.3,45.0,0.8,-28.29304794666092
2023-09-19 21:07:00+09:00,1013.3,8.0,0.9,-23.898144066300105
2023-09-19 21:22:00+09:00,1013.1,6.0,1.7,-28.58979208110303
2023-09-19 21:37:00+09:00,1013.2,358.0,1.4,-28.3505844285772
2023-09-19 21:52:00+09:00,1013.3,353.0,0.8,-29.162401844800826
2023-09-19 22:07:00+09:00,1013.3,13.0,1.6,-32.00673197748695
2023-09-19 22:22:00+09:00,1013.3,2.0,2.4,-32.8649975423582
2023-09-19 22:37:00+09:00,1013.3,322.0,1.2,-33.718854255660474
2023-09-19 22:52:00+09:00,1013.3,346.0,1.2,-37.550421188066096
2023-09-19 23:07:00+09:00,1013.0,354.0,1.5,-35.34241599984844
2023-09-19 23:22:00+09:00,1013.2,0.0,0.0,-41.07818333064544
2023-09-19 23:37:00+09:00,1013.0,355.0,2.3,-41.74162395081043
2023-09-19 23:52:00+09:00,1013.0,348.0,1.3,-44.31705196113229
2023-09-20 00:07:00+09:00,1013.3,355.0,0.8,-41.789023982271445
2023-09-20 00:22:00+09:00,1013.0,3.0,1.9,-46.14219487672135
2023-09-20 00:37:00+09:00,1012.7,357.0,1.5,-48.36125690832622
2023-09-20 00:52:00+09:00,1012.7,357.0,1.1,-46.43101240023468
2023-09-20 01:07:00+09:00,1012.6,356.0,0.8,-49.33661434849275
2023-09-20 01:22:00+09:00,1012.4,326.0,0.7,-51.06398692501797
2023-09-20 01:37:00+09:00,1012.6,341.0,0.7,-54.60041135523892
2023-09-20 01:52:00+09:00,1012.4,3.0,2.2,-52.93523601004219
2023-09-20 02:07:00+09:00,1012.3,359.0,2.2,-57.06064662517475
2023-09-20 02:22:00+09:00,1012.5,354.0,2.1,-55.97241687294185
2023-09-20 02:37:00+09:00,1012.1,359.0,3.5,-58.67055364442773
2023-09-20 02:52:00+09:00,1012.1,0.0,2.4,-57.15975659554261
2023-09-20 03:07:00+09:00,1012.1,356.0,2.4,-58.44962744964962
2023-09-20 03:22:00+09:00,1011.7,354.0,1.7,-57.554589374282
2023-09-20 03:37:00+09:00,1012.1,356.0,1.9,-55.49350730423778
2023-09-20 03:52:00+09:00,1012.1,5.0,2.0,-58.28903235794384
2023-09-20 04:07:00+09:00,1011.8,355.0,2.7,-54.96672319605436
2023-09-20 04:22:00+09:00,1012.1,344.0,2.3,-52.55402034569512
2023-09-20 04:37:00+09:00,1011.9,352.0,2.1,-52.079163116312635
2023-09-20 04:52:00+09:00,1011.8,353.0,2.1,-50.570141071656124
2023-09-20 05:07:00+09:00,1011.7,355.0,1.8,-53.05376299960349
2023-09-20 05:22:00+09:00,1011.9,354.0,3.1,-46.554907440971974
2023-09-20 05:37:00+09:00,1012.1,357.0,2.5,-48.09599297380791
2023-09-20 05:52:00+09:00,1012.0,348.0,2.5,-43.696677410563666
2023-09-20 06:07:00+09:00,1012.1,352.0,2.0,-45.37376702615538
2023-09-20 06:22:00+09:00,1012.2,352.0,2.3,-40.141293811105626
2023-09-20 06:37:00+09:00,1012.4,357.0,2.4,-41.01070361439112
2023-09-20 06:52:00+09:00,1012.4,353.0,2.5,-40.991092698440134
2023-09-20 07:07:00+09:00,1012.5,348.0,2.1,-35.08943493295436
